Lat,Lon
39.59462,-95.68206
37.98821,-95.07058
38.27059,-93.4822
38.84765,-97.40314
38.60049,-96.43501
38.92882,-91.30254
37.74103,-92.52035
37.77993,-95.03132
38.86105,-94.69803
38.90944,-94.99402
39.30117,-92.25193
39.90078,-95.20697
38.80477,-92.06988
37.89075,-93.39118
38.08127,-95.87727
38.27877,-93.09868
37.74494,-95.12545
38.5816,-94.13696
38.23595,-94.01185
38.17761,-96.50449
39.67516,-93.97909
38.79483,-93.09231
37.72994,-93.00436
37.98862,-93.5425
38.97591,-92.04768
37.5278,-93.88352
38.92746,-93.67915
38.06187,-94.88614
38.88005,-92.65051
38.67777,-94.00014
37.95816,-95.015
38.47079,-96.24321
38.79475,-93.33233
38.55223,-94.01751
38.08206,-94.02176
38.49577,-95.528
38.32765,-95.04653
38.08437,-97.26828
38.52628,-96.82669
39.36159,-94.42572
39.11479,-96.58504
38.91383,-93.53698
39.51612,-94.73216
37.51404,-96.29832
39.79804,-95.39175
38.743,-92.10202
38.97325,-97.25639
38.47078,-93.13116
38.2497,-93.14611
37.62875,-92.69922
39.10355,-95.41914
39.53172,-95.4695
37.89175,-92.25365
37.62013,-94.73111
38.34736,-92.78375
38.38386,-96.54417
39.20775,-95.63015
38.40181,-92.79627
37.41472,-95.0176
38.386,-94.53561
38.79464,-95.91619
38.35372,-92.36291
39.37835,-93.98241
38.56831,-92.17552
38.05242,-94.5087
37.68684,-93.66084
38.04686,-94.61628
37.6319,-92.63527
38.85923,-94.54643
38.06545,-95.11614
39.09104,-94.61917
38.48375,-94.90037
38.82942,-94.23581
38.37588,-92.40274
37.64576,-93.20342
39.09183,-93.58014
38.00246,-94.65411
39.05196,-92.93501
38.8602,-94.92119
39.69595,-93.35189
38.06014,-92.41656
38.11737,-93.87577
37.61899,-93.83043
38.6591,-93.98874
38.41983,-95.84412
37.35494,-92.48381
37.90701,-95.01113
39.4948,-94.67036
38.80148,-96.51863
38.76319,-97.8751
38.54045,-92.19357
38.35533,-94.52581
39.11591,-94.36209
37.71013,-97.52206
38.73677,-93.51029
38.51618,-96.10776
38.77213,-94.12674
39.44461,-94.56503
39.74633,-93.13351
38.64178,-92.24716
38.25135,-94.43276
37.87523,-95.76005
39.01811,-94.80968
38.3677,-95.48783
37.54522,-95.74013
37.27713,-92.63738
39.62251,-95.55292
37.9845,-96.04991
38.80619,-95.89153
39.3367,-94.19483
38.40356,-97.00907
38.25836,-95.0216
38.80735,-92.61296
38.69432,-96.20016
39.58338,-94.752
38.17355,-95.2283
38.05967,-93.10875
39.39553,-94.42676
39.29155,-95.52402
39.63215,-94.97837
38.6841,-94.13773
39.41043,-93.39687
39.74197,-95.18199
37.39592,-93.13484
38.38636,-95.70721
39.13183,-95.45646
38.52984,-95.36091
39.30554,-94.71213
39.13189,-94.27163
39.01199,-95.25616
38.27161,-95.11668
39.56255,-93.94709
38.86879,-94.0724
38.74838,-92.46223
38.56028,-93.55983
38.10884,-94.04358
38.39626,-96.50586
39.17834,-95.27202
38.95893,-92.24179
37.88914,-95.03976
39.22637,-95.65587
38.29307,-96.05797
39.00503,-91.30558
39.53149,-94.99742
37.53657,-92.37794
39.03095,-96.71442
38.44823,-92.66247
38.73089,-91.96236
39.56086,-95.57149
39.26027,-95.03153
38.69422,-93.70653
38.37131,-93.3953
39.01707,-95.02698
38.1118,-92.1704
38.17738,-95.32861
38.67117,-96.0223
38.91809,-93.48472
39.57104,-92.06362
37.6349,-93.74152
38.38753,-95.30411
38.86445,-94.7919
37.99054,-93.31565
37.50496,-93.87823
38.86405,-94.47346
38.66623,-93.79481
38.43232,-93.427
38.92157,-96.37465
38.95789,-91.83978
37.89168,-94.35266
39.50062,-95.41659
38.02896,-92.39881
38.13081,-93.31022
38.69036,-92.61002
39.07502,-94.6664
38.58791,-91.83814
37.23949,-93.82657
38.98838,-97.4144
38.60431,-92.06281
39.59681,-96.60656
39.31029,-95.66697
38.40349,-93.51574
38.87095,-93.75863
37.90011,-93.58308
38.33363,-96.81183
37.97753,-96.43461
38.88661,-94.63015
38.50678,-94.44368
37.36313,-96.32309
38.07402,-96.13565
38.32871,-96.75342
37.59147,-93.89815
37.45458,-95.43613
38.03856,-97.89323
38.67814,-93.47405
38.40091,-96.09361
38.73005,-92.31338
38.96951,-95.98579
37.4685,-94.89452
38.03847,-94.69639
38.60217,-94.65904
38.19692,-94.10574
37.80679,-97.35354
39.34919,-93.41418
38.44384,-95.64398
37.81697,-92.12164
39.0758,-93.72138
39.37824,-94.46983
39.23837,-96.84019
39.38001,-93.5792
38.47844,-93.5856
38.12528,-96.28885
38.99542,-92.11376
38.07947,-92.07814
39.33396,-96.15128
38.56743,-94.41216
37.9677,-92.67593
38.03953,-94.41125
38.78648,-93.43002
38.17356,-95.39578
37.45371,-96.74114
37.54919,-93.10272
38.83572,-95.54193
38.38246,-92.20935
38.22163,-94.49142
37.34021,-95.23214
38.35028,-94.70475
37.76761,-94.89496
37.83948,-95.79643
37.25689,-92.18122
37.97359,-92.7345
38.36122,-94.99824
38.94683,-96.38815
38.41499,-94.68963
39.58255,-94.63164
38.3601,-92.53326
37.75302,-92.43964
38.69776,-96.8569
39.20923,-95.07717
37.68615,-95.49308
39.29731,-97.74699
38.68655,-96.97697
38.5856,-93.41275
38.62405,-91.16752
38.75579,-91.46369
38.37369,-94.84226
38.2216,-93.92913
38.00876,-95.28008
39.33053,-95.58665
38.75535,-95.40375
38.67654,-95.53709
39.6856,-92.70551
38.50593,-93.14314
37.65195,-94.42401
38.43414,-97.64505
38.71549,-94.77989
39.70739,-94.77768
38.35392,-93.50978
38.54132,-94.81776
39.04802,-95.46492
39.14772,-92.68842
39.44025,-95.66083
37.9208,-94.03998
38.13503,-95.37806
37.39608,-94.11186
37.8677,-93.7219
38.5178,-95.65969
38.70729,-94.95033
38.95491,-95.80546
39.17822,-93.87426
38.19095,-96.3348
37.68704,-96.22346
38.37987,-93.7271
37.92222,-95.55383
38.00754,-93.55775
38.95897,-95.04809
38.72795,-94.36082
37.14537,-94.43241
38.85328,-94.08207
38.47227,-96.19473
39.36888,-92.38785
38.53667,-92.84886
37.51671,-95.32532
38.89655,-94.63925
38.94516,-93.15233
39.08528,-93.32678
37.65851,-94.57237
37.80408,-94.03458
38.51561,-95.62087
39.34392,-94.56565
39.3257,-95.05345
37.60118,-95.13035
38.16781,-93.2851
39.14639,-93.54193
38.92107,-93.72111
39.18135,-97.15218
39.13449,-92.70656
39.37694,-92.10692
37.78781,-96.80031
39.02277,-93.90232
38.69904,-95.15307
39.13909,-94.21819
38.81968,-91.93583
39.70286,-93.59344
37.42529,-97.02576
39.4216,-95.69111
39.75672,-96.51128
38.05257,-95.17719
38.49675,-96.52608
38.10921,-94.60734
38.5768,-95.46392
38.423,-92.1793
37.70044,-95.76194
37.93586,-92.767
38.64297,-93.1694
38.78708,-96.30293
37.84042,-92.74224
38.72797,-95.32117
39.01702,-96.22084
38.64892,-94.31197
38.11629,-94.45893
38.53546,-92.9714
38.09921,-94.17629
37.48345,-94.95609
38.25173,-96.50596
38.99829,-96.87315
39.00436,-96.59884
38.17912,-95.44912
39.40821,-95.43413
39.04591,-91.62963
38.33454,-93.96364
39.20618,-92.76259
39.66918,-93.29131
37.77756,-95.51295
37.75844,-95.25606
38.98336,-95.2461
39.12966,-94.04708
39.62091,-91.79916
37.55758,-95.83505
37.66535,-95.3363
38.87661,-96.85095
37.61673,-93.854
38.04959,-96.88619
38.82407,-91.86607
38.39512,-96.32365
38.42726,-93.85606
38.04856,-96.53838
39.24612,-94.73576
39.68557,-94.8304
38.91591,-94.79396
39.77285,-93.46856
37.81913,-95.45812
38.62697,-94.93559
38.89604,-94.62451
38.86025,-93.06862
38.22977,-93.83869
38.87163,-94.48796
38.8963,-96.22822
38.90089,-93.99869
38.94599,-94.30334
38.80623,-94.53559
38.54034,-92.54926
37.64786,-94.20113
37.70606,-95.63465
37.36462,-93.51989
38.38853,-93.55631
39.31583,-94.19931
37.98733,-92.62892
39.22726,-95.44778
38.33924,-91.91107
38.62778,-94.75546
38.17701,-92.4355
39.19274,-91.49128
38.43746,-93.48134
38.51995,-94.71187
38.91801,-94.09013
39.75629,-95.21377
39.68835,-95.58506
39.66528,-93.08954
38.85211,-93.504
38.18058,-96.37215
38.72335,-93.60236
38.22533,-94.26853
37.73349,-93.92035
38.59394,-93.99404
39.41665,-93.34209
37.49106,-92.32438
38.13492,-93.1002
38.90109,-91.17926
39.29943,-94.2997
39.32238,-96.34454
37.71961,-93.749
39.04161,-93.32493
39.3698,-94.69311
39.04679,-95.79928
37.80108,-94.44593
38.38135,-97.22319
38.14588,-93.9133
39.22728,-94.29118
37.66386,-93.58749
37.27174,-95.231
37.55979,-94.27642
38.45946,-93.25743
38.86771,-95.10723
39.06239,-95.96101
38.04021,-95.21398
39.10835,-94.44915
38.0079,-95.98314
37.60202,-94.6929
38.38107,-95.78799
39.1447,-97.26203
38.15427,-93.29469
39.01282,-92.95435
38.74412,-95.16769
38.49127,-96.74237
37.9417,-94.34099
38.27355,-93.47074
38.39303,-96.45463
38.53899,-96.84287
39.03474,-94.08187
38.39637,-92.93302
38.50662,-92.99275
38.2433,-92.25231
38.43887,-94.4137
38.73275,-96.78281
37.16892,-95.05026
38.46078,-92.87336
37.38128,-94.54153
39.69338,-94.46398
38.8837,-95.51
38.43626,-95.27277
37.73358,-95.45932
38.4174,-92.83995
37.21116,-95.45502
37.60048,-96.17808
38.19929,-93.3
38.67615,-93.72591
39.37433,-95.28602
38.58858,-94.34515
38.73872,-94.06707
39.04636,-95.73522
37.43305,-95.25749
37.63944,-95.3707
38.45381,-96.50942
39.13825,-93.88913
38.37288,-95.0692
38.78616,-97.2741
38.40564,-93.15112
38.41337,-94.18914
38.20692,-94.39972
38.99774,-95.9225
39.08739,-92.23794
38.87767,-92.10108
38.93793,-94.51884
38.68213,-91.62378
38.02513,-95.11223
38.18465,-95.15034
38.47863,-95.86536
38.21092,-93.96123
38.22938,-94.77795
37.93394,-93.07721
38.37757,-91.72725
38.87558,-95.69447
38.46992,-96.6675
37.20046,-94.25176
38.44854,-94.91069
38.93569,-96.80054
38.59656,-94.37221
39.07912,-96.79737
37.65094,-92.53478
38.66912,-96.97971
38.37855,-92.34799
38.78056,-95.62219
38.81884,-95.33866
39.08441,-95.69983
37.58522,-94.35805
37.56268,-91.80767
39.0864,-96.13776
39.20543,-95.10388
38.28061,-97.16433
39.03354,-97.05344
38.1073,-96.81582
37.58859,-95.85454
37.55463,-95.72938
37.61035,-92.62778
38.41586,-95.48954
38.48263,-95.24028
38.66348,-93.94034
39.67011,-96.5228
38.52742,-95.23237
38.29124,-95.11701
37.30196,-95.61686
38.67678,-95.26371
38.12575,-92.49442
39.24862,-94.00964
39.48036,-94.31456
38.82025,-95.57115
39.43503,-96.10498
38.96814,-91.94767
37.72853,-92.68585
37.95224,-94.3261
38.6242,-96.49451
38.2743,-92.85911
38.0998,-96.40976
38.85431,-96.03637
37.8412,-95.52274
38.47804,-94.59684
37.6975,-95.95249
38.62308,-95.25392
38.72478,-95.54965
39.00571,-93.42177
39.19657,-93.17048
38.20794,-93.64235
38.99167,-95.13602
38.0417,-93.01688
38.08304,-95.01764
38.38619,-97.14365
37.94654,-91.51026
38.09503,-92.3565
39.084,-92.86847
38.71104,-96.44343
38.01261,-91.68829
39.64991,-95.00488
37.51075,-93.21885
37.21736,-95.18398
37.63049,-97.38313
38.31057,-96.66845
38.48767,-92.27611
38.42053,-94.62423
38.62282,-93.59092
38.60039,-93.57581
39.28964,-95.20024
38.89348,-95.69591
39.37253,-93.49019
38.32559,-93.00986
38.76052,-93.50781
38.45703,-93.65509
38.41229,-94.54093
37.16356,-91.5661
38.03543,-94.40044
37.26875,-94.77835
39.27273,-92.92031
38.38606,-96.96145
38.03941,-94.52942
38.34549,-91.80283
37.68726,-95.18176
38.87731,-95.96774
38.48526,-91.95838
38.30469,-94.05922
39.001,-95.77399
39.35733,-93.29417
37.84301,-91.8355
39.35969,-92.99713
37.38156,-95.80694
38.47052,-95.99282
39.00386,-94.53716
38.35414,-97.55193
39.17926,-96.70105
38.14968,-94.71155
37.61116,-95.29468
37.87069,-95.55225
38.03449,-95.10681
38.91568,-94.86852
38.28107,-94.56583
38.19913,-96.61745
37.57991,-96.73127
39.02283,-91.57239
39.68561,-92.16292
38.6991,-95.24427
38.33499,-91.4581
38.61025,-93.86263
38.22077,-92.39913
38.84262,-92.03174
38.14078,-94.89807
38.76925,-95.594
39.23218,-93.26475
38.97137,-92.24382
39.2323,-93.75659
39.68701,-95.03948
38.52127,-93.89523
38.55423,-93.65871
37.79645,-94.65506
38.27655,-95.53588
39.60429,-93.34249
37.97988,-91.40426
38.61295,-96.29268
38.45333,-91.24635
39.44705,-93.91146
38.66984,-94.22862
39.12598,-97.08561
38.46855,-92.8639
39.14794,-92.57341
38.54702,-92.4053
39.04425,-94.66992
38.45926,-95.83037
39.29191,-91.2179
37.14501,-94.22198
37.81707,-94.90539
38.6255,-94.89486
38.94808,-95.25491
38.39311,-94.25214
38.58411,-93.76655
39.69464,-96.58589
38.53357,-96.32908
38.36248,-93.85888
37.44657,-95.25789
38.583,-93.42165
38.51637,-96.15761
38.5083,-93.13003
39.15728,-93.73996
38.41501,-94.9323
38.67964,-93.75358
38.69341,-97.69382
39.07749,-94.30286
38.80994,-95.31879
38.92038,-93.04648
38.52827,-94.61435
37.99802,-92.57418
39.0965,-93.82228
38.80497,-91.66156
38.81263,-96.81601
38.67231,-94.59776
38.36532,-93.12842
38.35417,-93.86984
38.61396,-94.73612
39.65917,-94.67028
38.0196,-93.88064
38.78049,-94.47034
37.76776,-95.15507
38.32278,-95.27217
38.23398,-94.62685
38.15028,-94.11642
38.8351,-92.90298
39.08762,-93.97975
38.48184,-94.27351
38.6934,-96.34787
38.80223,-95.89234
38.29607,-93.49516
38.0412,-95.87151
38.23311,-94.34037
37.55774,-94.67566
38.76617,-94.6809
37.63934,-94.80801
38.95873,-95.63427
38.43221,-96.97748
38.39737,-97.23566
38.14629,-92.22836
38.51379,-94.85418
37.83559,-93.89989
38.42182,-95.89816
38.97736,-95.76249
38.12239,-95.18122
39.27746,-95.75072
39.64886,-93.31574
38.11496,-95.87983
38.7263,-95.58962
37.80533,-97.19382
37.80046,-92.96438
37.90964,-95.44712
38.85557,-92.10939
38.64609,-95.67042
38.7851,-93.25692
39.07075,-96.81318
38.20518,-94.12669
38.08583,-92.7909
37.50797,-95.22611
37.50672,-92.49501
38.14057,-95.48384
39.37317,-97.64622
39.56485,-95.91939
39.42521,-96.78932
38.60449,-95.89042
39.18121,-93.23815
37.91771,-93.89183
37.35316,-96.38379
39.14801,-91.40737
37.91334,-93.47757
37.39926,-96.43428
38.98711,-93.79217
37.55825,-94.51574
37.88793,-94.45002
37.64446,-95.42315
37.53366,-93.68763
38.30549,-95.53182
37.68726,-96.39778
38.79646,-95.9288
39.45051,-97.45837
38.78233,-92.38031
37.70563,-94.61763
37.58467,-97.96899
38.24803,-92.55981
38.55761,-96.98739
38.18197,-93.22355
39.12261,-94.54442
39.76168,-91.4876
38.11762,-91.30524
38.75199,-95.97355
38.52324,-94.84272
